username,utterance,gold_reference_response,emotion_label,risk_level,domain
Varun,"Bro, I feel like a burden to all my friends. They'd be better off without me. Help me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Aarav,"Honestly, I have three assignments due at midnight and I haven't started. I'm so cooked. What do I do?","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there.",anxiety,L0,Academic Stress
Rahul,Idk but I just feel really peaceful today. I sat in the sun for an hour. Im so tired.,That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.,joy,L0,General Wellness
Neha,"I swear, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. It sucks.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Vikram,"Idk but If I don't pass this class, I lose my scholarship. The stress is literally making me sick.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Vikram,"Hey, I feel so lonely, like I don't have a single real friend in this city.",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?,sadness,L1,Relationship
Vikram,I honestly don't see the point anymore. Waking up is just exhausting. It sucks.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Chandana,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Help me.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Varun,"Bro, I just feel so tense all the time, like something terrible is about to happen. Help me.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?,anxiety,L0,Anxiety
Rahul,Idk but Everything feels completely numb. I don't enjoy the games I used to play at all.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Vikram,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Rahul,"Honestly, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Aarav,"Right now, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Aarav,"Bro, Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Dhanushree.K,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. Im so tired.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Vikram,Idk but I saw my ex with someone else on IG and it completely ruined my week.,It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.,sadness,L1,Relationship
Riya,"I swear, I just feel so tense all the time, like something terrible is about to happen. Im so tired.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?,anxiety,L0,Anxiety
Priya,"Honestly, I just feel really peaceful today. I sat in the sun for an hour.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.,joy,L0,General Wellness
Sneha,"Idk but I literally cannot breathe right now, I think I'm dying. It sucks.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Priya,"I swear, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. What do I do?","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Rahul,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. It sucks.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Priya,"Honestly, I can't focus on this textbook at all, my brain is just static. Please.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song.",neutral,L0,Academic Stress
Arjun,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure. Please.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Aarav,"Hey, I've been trying to meditate but my mind keeps wandering. Im so tired.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.,neutral,L0,General Wellness
Sneha,"I swear, I just lie in bed staring at the ceiling. I have zero energy to even eat. What do I do?","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Sneha,"Idk but I can't focus on this textbook at all, my brain is just static. Im so tired.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song.",neutral,L0,Academic Stress
Dhanushree.K,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe. What do I do?",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Chandana,"I swear, I feel so lonely, like I don't have a single real friend in this city.",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?,sadness,L1,Relationship
Arjun,"I swear, I just feel so tense all the time, like something terrible is about to happen.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?,anxiety,L0,Anxiety
Varun,"Bro, I literally cannot breathe right now, I think I'm dying.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Arjun,"I swear, I just lie in bed staring at the ceiling. I have zero energy to even eat. Help me.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Sneha,"Hey, Just doing a quick check-in. Feeling okay, nothing crazy. It sucks.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.,neutral,L0,General Wellness
Neha,"Idk but I can't focus on this textbook at all, my brain is just static.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song.",neutral,L0,Academic Stress
Varun,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Please.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Arjun,"Idk but I just feel so tense all the time, like something terrible is about to happen.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?,anxiety,L0,Anxiety
Aniverthy,"Honestly, I'm trying to fix my sleep schedule. I went to bed at 11 PM. What do I do?",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.,joy,L0,General Wellness
Dhanushree.K,"Right now, I literally cannot breathe right now, I think I'm dying. Im so tired.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Aarav,"Bro, I got a D on my midterm and my parents are going to kill me. I'm a failure. Im so tired.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Varun,"Bro, My partner and I keep arguing about the exact same things. I'm so frustrated. Help me.",Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?,anger,L0,Relationship
Varun,I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Im so tired.,"Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Neha,"My parents just don't understand my career choices, they yell at me every time.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.,anger,L0,Relationship
Aarav,"Honestly, I feel like a burden to all my friends. They'd be better off without me. What do I do?","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Bharath,"Bro, I literally cannot breathe right now, I think I'm dying. Im so tired.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Neha,Idk but I don't know why but I'm just terrified of leaving my room today. Im so tired.,"That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Varun,Idk but I just lie in bed staring at the ceiling. I have zero energy to even eat. It sucks.,"When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Sneha,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Dhanushree.K,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. What do I do?","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Neha,"Honestly, Just feeling really low today, not sure why. Just sad. Im so tired.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Bharath,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. Help me.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Dhanushree.K,Idk but I honestly don't see the point anymore. Waking up is just exhausting. Im so tired.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Aarav,"Bro, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. What do I do?","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels.",anxiety,L1,Academic Stress
Bharath,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Bharath,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure. Please.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Rahul,"My chest is so tight, I feel like everyone is judging me and I can't breathe. Please.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Neha,"Bro, I just lie in bed staring at the ceiling. I have zero energy to even eat. What do I do?","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Aarav,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Rahul,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Vikram,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Varun,"Honestly, I don't know why but I'm just terrified of leaving my room today. Help me.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Rahul,"Hey, I honestly don't see the point anymore. Waking up is just exhausting. Help me.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Chandana,"I feel so lonely, like I don't have a single real friend in this city.",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?,sadness,L1,Relationship
Aditya,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Neha,"Hey, I honestly don't see the point anymore. Waking up is just exhausting. Im so tired.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Dhanushree.K,"Hey, I just feel really peaceful today. I sat in the sun for an hour. Help me.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.,joy,L0,General Wellness
Rahul,"Right now, Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Arjun,"Honestly, I just feel so tense all the time, like something terrible is about to happen. Help me.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?,anxiety,L0,Anxiety
Arjun,"Right now, Just doing a quick check-in. Feeling okay, nothing crazy. Please.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.,neutral,L0,General Wellness
Arjun,"I swear, Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Chandana,Idk but I honestly don't see the point anymore. Waking up is just exhausting. Help me.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?,sadness,L2,Depression
Priya,Everything feels completely numb. I don't enjoy the games I used to play at all. It sucks.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Aniverthy,"Hey, I feel like a burden to all my friends. They'd be better off without me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Varun,Idk but My partner and I keep arguing about the exact same things. I'm so frustrated. Please.,Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?,anger,L0,Relationship
Sneha,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Aarav,"Honestly, I feel like a burden to all my friends. They'd be better off without me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Varun,"Hey, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Sneha,"Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Sneha,"Honestly, I have three assignments due at midnight and I haven't started. I'm so cooked. It sucks.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there.",anxiety,L0,Academic Stress
Kavya,"I swear, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Aarav,Everything feels completely numb. I don't enjoy the games I used to play at all. Help me.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Kavya,"Bro, I've been trying to meditate but my mind keeps wandering. Please.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.,neutral,L0,General Wellness
Rahul,I have three assignments due at midnight and I haven't started. I'm so cooked.,"That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there.",anxiety,L0,Academic Stress
Chandana,My best friend ghosted me and I have no idea what I did wrong. Help me.,"Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth.",sadness,L1,Relationship
Aditya,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep. Help me.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Neha,"I swear, I don't know why but I'm just terrified of leaving my room today. Im so tired.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Priya,"I swear, I have this presentation tomorrow and my mind is racing. I can't sleep. It sucks.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Priya,"Honestly, I feel like a burden to all my friends. They'd be better off without me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Vikram,Idk but I'm trying to fix my sleep schedule. I went to bed at 11 PM. Im so tired.,Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.,joy,L0,General Wellness
Priya,"Idk but I just feel so tense all the time, like something terrible is about to happen. Im so tired.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?,anxiety,L0,Anxiety
Aarav,"My chest is so tight, I feel like everyone is judging me and I can't breathe. Please.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Sneha,"Bro, Just feeling really low today, not sure why. Just sad. It sucks.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Varun,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Dhanushree.K,Idk but Everything feels completely numb. I don't enjoy the games I used to play at all.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?,sadness,L1,Depression
Riya,"Idk but Just doing a quick check-in. Feeling okay, nothing crazy. Help me.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.,neutral,L0,General Wellness
Varun,"Hey, I got a D on my midterm and my parents are going to kill me. I'm a failure. Im so tired.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Aniverthy,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. Please.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Vikram,Idk but My partner and I keep arguing about the exact same things. I'm so frustrated. Help me.,Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?,anger,L0,Relationship
Sneha,Idk but I've been trying to meditate but my mind keeps wandering. Please.,That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.,neutral,L0,General Wellness
Aditya,I actually managed to go to the gym today and eat a healthy meal!,That's amazing! Acknowledging these victories is so important for building momentum. How do you feel physically right now?,joy,L0,General Wellness
Neha,"Right now, I'm trying to fix my sleep schedule. I went to bed at 11 PM. What do I do?",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.,joy,L0,General Wellness
Kavya,"Right now, I literally cannot breathe right now, I think I'm dying. Please.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe.",fear,L2,Anxiety
Vikram,"Right now, Just feeling really low today, not sure why. Just sad. Please.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?",sadness,L0,Depression
Priya,"I swear, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Varun,Idk but I'm trying to fix my sleep schedule. I went to bed at 11 PM. It sucks.,Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.,joy,L0,General Wellness
Vikram,"Honestly, I have three assignments due at midnight and I haven't started. I'm so cooked. Please.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there.",anxiety,L0,Academic Stress
Aniverthy,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Im so tired.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Dhanushree.K,I have this presentation tomorrow and my mind is racing. I can't sleep. Help me.,"Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?",anxiety,L0,Anxiety
Riya,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. Im so tired.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Sneha,"Bro, I don't know why but I'm just terrified of leaving my room today. Please.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Priya,"Honestly, I don't know why but I'm just terrified of leaving my room today. It sucks.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Aniverthy,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Riya,"Hey, I just feel so tense all the time, like something terrible is about to happen.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?,anxiety,L0,Anxiety
Chandana,"Right now, I've been trying to meditate but my mind keeps wandering. What do I do?",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.,neutral,L0,General Wellness
Kavya,"Hey, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Varun,"I swear, My best friend ghosted me and I have no idea what I did wrong. It sucks.","Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth.",sadness,L1,Relationship
Bharath,"I swear, I feel like a burden to all my friends. They'd be better off without me. What do I do?","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Aarav,I don't know why but I'm just terrified of leaving my room today. Im so tired.,"That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Aniverthy,Idk but I saw my ex with someone else on IG and it completely ruined my week. Please.,It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.,sadness,L1,Relationship
Sneha,"Hey, I've been trying to meditate but my mind keeps wandering. Please.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.,neutral,L0,General Wellness
Aniverthy,"My chest is so tight, I feel like everyone is judging me and I can't breathe.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.,anxiety,L1,Anxiety
Varun,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. What do I do?","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Varun,"Honestly, I got a D on my midterm and my parents are going to kill me. I'm a failure. It sucks.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Varun,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. It sucks.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Varun,"Bro, I don't know why but I'm just terrified of leaving my room today.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?",fear,L1,Anxiety
Neha,"Honestly, I can't stop shaking, everything feels like it's spinning out of control right now. What do I do?","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Aditya,"Honestly, I feel like a burden to all my friends. They'd be better off without me. Help me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Kavya,"Bro, I can't focus on this textbook at all, my brain is just static.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song.",neutral,L0,Academic Stress
Kavya,"I swear, My best friend ghosted me and I have no idea what I did wrong.","Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth.",sadness,L1,Relationship
Dhanushree.K,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you.",fear,L1,Anxiety
Aditya,I feel like a burden to all my friends. They'd be better off without me. What do I do?,"That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Rahul,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Im so tired.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?",neutral,L1,Depression
Rahul,"Honestly, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Rahul,Idk but I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Help me.,"Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Neha,"Bro, I actually managed to go to the gym today and eat a healthy meal! Im so tired.",That's amazing! Acknowledging these victories is so important for building momentum. How do you feel physically right now?,joy,L0,General Wellness
Arjun,"I swear, I saw my ex with someone else on IG and it completely ruined my week. It sucks.",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.,sadness,L1,Relationship
Sneha,"Hey, I have three assignments due at midnight and I haven't started. I'm so cooked. Help me.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there.",anxiety,L0,Academic Stress
Dhanushree.K,"Bro, My parents just don't understand my career choices, they yell at me every time. Help me.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.,anger,L0,Relationship
Aditya,"Right now, I've been trying to meditate but my mind keeps wandering. Help me.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.,neutral,L0,General Wellness
Varun,"Hey, My best friend ghosted me and I have no idea what I did wrong.","Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth.",sadness,L1,Relationship
Priya,"Hey, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988.",sadness,L2,Depression
Varun,"Bro, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it.",anger,L1,Academic Stress
Neha,"Right now, I got a D on my midterm and my parents are going to kill me. I'm a failure.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.,sadness,L1,Academic Stress
Riya,"My parents just don't understand my career choices, they yell at me every time. Im so tired.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.,anger,L0,Relationship
