Username,Domain,Emotion Label,Risk Level,User Utterance,Gold Reference Response
Aditya,Depression,sadness,L2,"Honestly, I honestly don't see the point anymore. Waking up is just exhausting.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Varun,Relationship,sadness,L1,"Hey, I saw my ex with someone else on IG and it completely ruined my week.",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Varun,Depression,sadness,L2,"Bro, I feel like a burden to all my friends. They'd be better off without me. Help me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Aarav,Academic Stress,anxiety,L0,"Honestly, I have three assignments due at midnight and I haven't started. I'm so cooked. What do I do?","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there."
Rahul,General Wellness,joy,L0,Idk but I just feel really peaceful today. I sat in the sun for an hour. Im so tired.,That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.
Neha,Academic Stress,anxiety,L1,"I swear, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. It sucks.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Vikram,Academic Stress,anxiety,L1,"Idk but If I don't pass this class, I lose my scholarship. The stress is literally making me sick.","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Vikram,Relationship,sadness,L1,"Hey, I feel so lonely, like I don't have a single real friend in this city.",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?
Vikram,Depression,sadness,L2,I honestly don't see the point anymore. Waking up is just exhausting. It sucks.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Chandana,Depression,sadness,L1,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Help me.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Varun,Anxiety,anxiety,L0,"Bro, I just feel so tense all the time, like something terrible is about to happen. Help me.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?
Rahul,Depression,sadness,L1,Idk but Everything feels completely numb. I don't enjoy the games I used to play at all.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Vikram,Anxiety,anxiety,L0,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Rahul,Anxiety,anxiety,L0,"Honestly, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Aarav,Depression,sadness,L2,"Right now, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Aarav,Depression,sadness,L0,"Bro, Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Dhanushree.K,Anxiety,fear,L1,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. Im so tired.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Vikram,Relationship,sadness,L1,Idk but I saw my ex with someone else on IG and it completely ruined my week.,It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Riya,Anxiety,anxiety,L0,"I swear, I just feel so tense all the time, like something terrible is about to happen. Im so tired.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?
Priya,General Wellness,joy,L0,"Honestly, I just feel really peaceful today. I sat in the sun for an hour.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.
Sneha,Anxiety,fear,L2,"Idk but I literally cannot breathe right now, I think I'm dying. It sucks.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Priya,Academic Stress,anxiety,L1,"I swear, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. What do I do?","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Rahul,Academic Stress,anger,L1,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. It sucks.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Priya,Academic Stress,neutral,L0,"Honestly, I can't focus on this textbook at all, my brain is just static. Please.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song."
Arjun,Academic Stress,sadness,L1,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure. Please.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Aarav,General Wellness,neutral,L0,"Hey, I've been trying to meditate but my mind keeps wandering. Im so tired.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.
Sneha,Depression,neutral,L1,"I swear, I just lie in bed staring at the ceiling. I have zero energy to even eat. What do I do?","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Sneha,Academic Stress,neutral,L0,"Idk but I can't focus on this textbook at all, my brain is just static. Im so tired.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song."
Dhanushree.K,Anxiety,anxiety,L1,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe. What do I do?",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Chandana,Relationship,sadness,L1,"I swear, I feel so lonely, like I don't have a single real friend in this city.",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?
Arjun,Anxiety,anxiety,L0,"I swear, I just feel so tense all the time, like something terrible is about to happen.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?
Varun,Anxiety,fear,L2,"Bro, I literally cannot breathe right now, I think I'm dying.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Arjun,Depression,neutral,L1,"I swear, I just lie in bed staring at the ceiling. I have zero energy to even eat. Help me.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Sneha,General Wellness,neutral,L0,"Hey, Just doing a quick check-in. Feeling okay, nothing crazy. It sucks.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.
Neha,Academic Stress,neutral,L0,"Idk but I can't focus on this textbook at all, my brain is just static.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song."
Varun,Depression,neutral,L1,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Please.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Arjun,Anxiety,anxiety,L0,"Idk but I just feel so tense all the time, like something terrible is about to happen.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?
Aniverthy,General Wellness,joy,L0,"Honestly, I'm trying to fix my sleep schedule. I went to bed at 11 PM. What do I do?",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.
Dhanushree.K,Anxiety,fear,L2,"Right now, I literally cannot breathe right now, I think I'm dying. Im so tired.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Aarav,Academic Stress,sadness,L1,"Bro, I got a D on my midterm and my parents are going to kill me. I'm a failure. Im so tired.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Varun,Relationship,anger,L0,"Bro, My partner and I keep arguing about the exact same things. I'm so frustrated. Help me.",Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?
Varun,Academic Stress,anger,L1,I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Im so tired.,"Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Neha,Relationship,anger,L0,"My parents just don't understand my career choices, they yell at me every time.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.
Aarav,Depression,sadness,L2,"Honestly, I feel like a burden to all my friends. They'd be better off without me. What do I do?","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Bharath,Anxiety,fear,L2,"Bro, I literally cannot breathe right now, I think I'm dying. Im so tired.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Neha,Anxiety,fear,L1,Idk but I don't know why but I'm just terrified of leaving my room today. Im so tired.,"That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Varun,Depression,neutral,L1,Idk but I just lie in bed staring at the ceiling. I have zero energy to even eat. It sucks.,"When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Sneha,Anxiety,anxiety,L0,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Dhanushree.K,Academic Stress,anger,L1,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. What do I do?","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Neha,Depression,sadness,L0,"Honestly, Just feeling really low today, not sure why. Just sad. Im so tired.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Bharath,Anxiety,fear,L1,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. Help me.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Dhanushree.K,Depression,sadness,L2,Idk but I honestly don't see the point anymore. Waking up is just exhausting. Im so tired.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Aarav,Academic Stress,anxiety,L1,"Bro, If I don't pass this class, I lose my scholarship. The stress is literally making me sick. What do I do?","The stakes feel incredibly high right now. Before you study another page, let's do a 2-minute grounding exercise to lower your cortisol levels."
Bharath,Anxiety,anxiety,L0,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Bharath,Academic Stress,sadness,L1,"I swear, I got a D on my midterm and my parents are going to kill me. I'm a failure. Please.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Rahul,Anxiety,anxiety,L1,"My chest is so tight, I feel like everyone is judging me and I can't breathe. Please.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Neha,Depression,neutral,L1,"Bro, I just lie in bed staring at the ceiling. I have zero energy to even eat. What do I do?","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Aarav,Anxiety,anxiety,L0,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Rahul,Depression,sadness,L1,"Right now, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Vikram,Anxiety,anxiety,L1,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Varun,Anxiety,fear,L1,"Honestly, I don't know why but I'm just terrified of leaving my room today. Help me.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Rahul,Depression,sadness,L2,"Hey, I honestly don't see the point anymore. Waking up is just exhausting. Help me.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Chandana,Relationship,sadness,L1,"I feel so lonely, like I don't have a single real friend in this city.",Loneliness is a really heavy emotion. Building connections takes time. What are some hobbies or interests you have that might connect you to local groups?
Aditya,Anxiety,fear,L1,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Neha,Depression,sadness,L2,"Hey, I honestly don't see the point anymore. Waking up is just exhausting. Im so tired.",I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Dhanushree.K,General Wellness,joy,L0,"Hey, I just feel really peaceful today. I sat in the sun for an hour. Help me.",That sounds wonderful. Sunlight can have a massive positive impact on our circadian rhythms and mood. Hold onto this peaceful feeling.
Rahul,Depression,sadness,L0,"Right now, Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Arjun,Anxiety,anxiety,L0,"Honestly, I just feel so tense all the time, like something terrible is about to happen. Help me.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?
Arjun,General Wellness,neutral,L0,"Right now, Just doing a quick check-in. Feeling okay, nothing crazy. Please.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.
Arjun,Depression,sadness,L0,"I swear, Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Chandana,Depression,sadness,L2,Idk but I honestly don't see the point anymore. Waking up is just exhausting. Help me.,I am so sorry you are carrying this heavy feeling. It's okay to feel exhausted. Are you having any thoughts of hurting yourself today?
Priya,Depression,sadness,L1,Everything feels completely numb. I don't enjoy the games I used to play at all. It sucks.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Aniverthy,Depression,sadness,L2,"Hey, I feel like a burden to all my friends. They'd be better off without me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Varun,Relationship,anger,L0,Idk but My partner and I keep arguing about the exact same things. I'm so frustrated. Please.,Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?
Sneha,Depression,sadness,L1,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Aarav,Depression,sadness,L2,"Honestly, I feel like a burden to all my friends. They'd be better off without me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Varun,Anxiety,fear,L1,"Hey, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Sneha,Depression,sadness,L0,"Just feeling really low today, not sure why. Just sad.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Sneha,Academic Stress,anxiety,L0,"Honestly, I have three assignments due at midnight and I haven't started. I'm so cooked. It sucks.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there."
Kavya,Anxiety,anxiety,L1,"I swear, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Aarav,Depression,sadness,L1,Everything feels completely numb. I don't enjoy the games I used to play at all. Help me.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Kavya,General Wellness,neutral,L0,"Bro, I've been trying to meditate but my mind keeps wandering. Please.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.
Rahul,Academic Stress,anxiety,L0,I have three assignments due at midnight and I haven't started. I'm so cooked.,"That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there."
Chandana,Relationship,sadness,L1,My best friend ghosted me and I have no idea what I did wrong. Help me.,"Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth."
Aditya,Anxiety,anxiety,L0,"Right now, I have this presentation tomorrow and my mind is racing. I can't sleep. Help me.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Neha,Anxiety,fear,L1,"I swear, I don't know why but I'm just terrified of leaving my room today. Im so tired.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Priya,Anxiety,anxiety,L0,"I swear, I have this presentation tomorrow and my mind is racing. I can't sleep. It sucks.","Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Priya,Depression,sadness,L2,"Honestly, I feel like a burden to all my friends. They'd be better off without me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Vikram,General Wellness,joy,L0,Idk but I'm trying to fix my sleep schedule. I went to bed at 11 PM. Im so tired.,Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.
Priya,Anxiety,anxiety,L0,"Idk but I just feel so tense all the time, like something terrible is about to happen. Im so tired.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?
Aarav,Anxiety,anxiety,L1,"My chest is so tight, I feel like everyone is judging me and I can't breathe. Please.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Sneha,Depression,sadness,L0,"Bro, Just feeling really low today, not sure why. Just sad. It sucks.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Varun,Depression,sadness,L1,"I swear, Everything feels completely numb. I don't enjoy the games I used to play at all. Im so tired.",Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Dhanushree.K,Depression,sadness,L1,Idk but Everything feels completely numb. I don't enjoy the games I used to play at all.,Losing interest in things you usually love is a very common symptom of depression. You aren't doing anything wrong. Can you tell me what you played last?
Riya,General Wellness,neutral,L0,"Idk but Just doing a quick check-in. Feeling okay, nothing crazy. Help me.",Thanks for checking in! Routine check-ins are a great habit for emotional awareness. Let me know if you need anything later.
Varun,Academic Stress,sadness,L1,"Hey, I got a D on my midterm and my parents are going to kill me. I'm a failure. Im so tired.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Aniverthy,Anxiety,fear,L1,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. Please.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Vikram,Relationship,anger,L0,Idk but My partner and I keep arguing about the exact same things. I'm so frustrated. Help me.,Cyclical arguments are incredibly draining. It might help to step back and look at the underlying need that isn't being met. Have you shared how you feel using 'I' statements?
Sneha,General Wellness,neutral,L0,Idk but I've been trying to meditate but my mind keeps wandering. Please.,That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.
Aditya,General Wellness,joy,L0,I actually managed to go to the gym today and eat a healthy meal!,That's amazing! Acknowledging these victories is so important for building momentum. How do you feel physically right now?
Neha,General Wellness,joy,L0,"Right now, I'm trying to fix my sleep schedule. I went to bed at 11 PM. What do I do?",Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.
Kavya,Anxiety,fear,L2,"Right now, I literally cannot breathe right now, I think I'm dying. Please.","I hear how terrifying this is. You are having a panic attack, but it will pass. I need you to focus entirely on exhaling slowly. You are safe."
Vikram,Depression,sadness,L0,"Right now, Just feeling really low today, not sure why. Just sad. Please.","It's okay to have low days without a specific reason. What is one small, comforting thing you can do for yourself today?"
Priya,Depression,sadness,L2,"I swear, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Varun,General Wellness,joy,L0,Idk but I'm trying to fix my sleep schedule. I went to bed at 11 PM. It sucks.,Excellent work! Consistency is key for regulating your sleep cycle. Avoiding screens an hour before bed will help you maintain this.
Vikram,Academic Stress,anxiety,L0,"Honestly, I have three assignments due at midnight and I haven't started. I'm so cooked. Please.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there."
Aniverthy,Depression,neutral,L1,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Im so tired.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Dhanushree.K,Anxiety,anxiety,L0,I have this presentation tomorrow and my mind is racing. I can't sleep. Help me.,"Performance anxiety is completely normal, but it's really uncomfortable. Have you tried writing down your specific fears on paper to get them out of your head?"
Riya,Anxiety,fear,L1,"Bro, I can't stop shaking, everything feels like it's spinning out of control right now. Im so tired.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Sneha,Anxiety,fear,L1,"Bro, I don't know why but I'm just terrified of leaving my room today. Please.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Priya,Anxiety,fear,L1,"Honestly, I don't know why but I'm just terrified of leaving my room today. It sucks.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Aniverthy,Anxiety,anxiety,L1,"Honestly, My chest is so tight, I feel like everyone is judging me and I can't breathe.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Riya,Anxiety,anxiety,L0,"Hey, I just feel so tense all the time, like something terrible is about to happen.",Living with that constant sense of dread is exhausting. You are safe in this moment. Can we try a quick progressive muscle relaxation exercise?
Chandana,General Wellness,neutral,L0,"Right now, I've been trying to meditate but my mind keeps wandering. What do I do?",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.
Kavya,Anxiety,anxiety,L1,"Hey, My chest is so tight, I feel like everyone is judging me and I can't breathe. Help me.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Varun,Relationship,sadness,L1,"I swear, My best friend ghosted me and I have no idea what I did wrong. It sucks.","Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth."
Bharath,Depression,sadness,L2,"I swear, I feel like a burden to all my friends. They'd be better off without me. What do I do?","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Aarav,Anxiety,fear,L1,I don't know why but I'm just terrified of leaving my room today. Im so tired.,"That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Aniverthy,Relationship,sadness,L1,Idk but I saw my ex with someone else on IG and it completely ruined my week. Please.,It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Sneha,General Wellness,neutral,L0,"Hey, I've been trying to meditate but my mind keeps wandering. Please.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.
Aniverthy,Anxiety,anxiety,L1,"My chest is so tight, I feel like everyone is judging me and I can't breathe.",It sounds like you're experiencing a panic response. You are safe here. Let's try the 4-7-8 breathing technique to help your heart rate settle.
Varun,Anxiety,fear,L1,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. What do I do?","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Varun,Academic Stress,sadness,L1,"Honestly, I got a D on my midterm and my parents are going to kill me. I'm a failure. It sucks.",One grade does not define your intelligence or your worth. It's valid to be disappointed. Let's look at how we can talk to your parents about this calmly.
Varun,Academic Stress,anger,L1,"Hey, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. It sucks.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Varun,Anxiety,fear,L1,"Bro, I don't know why but I'm just terrified of leaving my room today.","That sounds paralyzing. You don't have to force yourself right now. What is one small, safe step you could take today, even just opening a window?"
Neha,Anxiety,fear,L1,"Honestly, I can't stop shaking, everything feels like it's spinning out of control right now. What do I do?","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Aditya,Depression,sadness,L2,"Honestly, I feel like a burden to all my friends. They'd be better off without me. Help me.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Kavya,Academic Stress,neutral,L0,"Bro, I can't focus on this textbook at all, my brain is just static.","That sounds like mental fatigue. Let's try the Pomodoro technique: study for just 20 minutes, then take a 5-minute break to stretch or listen to a song."
Kavya,Relationship,sadness,L1,"I swear, My best friend ghosted me and I have no idea what I did wrong.","Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth."
Dhanushree.K,Anxiety,fear,L1,"I swear, I can't stop shaking, everything feels like it's spinning out of control right now. It sucks.","I hear how overwhelming this is for you. Let's take a slow, deep breath together. Ground yourself by naming three things you can see around you."
Aditya,Depression,sadness,L2,I feel like a burden to all my friends. They'd be better off without me. What do I do?,"That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
Rahul,Depression,neutral,L1,"Right now, I just lie in bed staring at the ceiling. I have zero energy to even eat. Im so tired.","When your energy is that low, basic tasks feel like mountains. Please be gentle with yourself. Could you manage just drinking a glass of water right now?"
Rahul,Academic Stress,anger,L1,"Honestly, I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Please.","Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Rahul,Academic Stress,anger,L1,Idk but I'm studying 10 hours a day but I still feel like I know nothing. I hate college. Help me.,"Burnout can actually prevent your brain from retaining information. You need a break to let the knowledge settle. Step away for 30 minutes, you deserve it."
Neha,General Wellness,joy,L0,"Bro, I actually managed to go to the gym today and eat a healthy meal! Im so tired.",That's amazing! Acknowledging these victories is so important for building momentum. How do you feel physically right now?
Arjun,Relationship,sadness,L1,"I swear, I saw my ex with someone else on IG and it completely ruined my week. It sucks.",It's entirely normal for that to trigger painful feelings. Please consider muting or blocking them for your own peace of mind while you heal.
Sneha,Academic Stress,anxiety,L0,"Hey, I have three assignments due at midnight and I haven't started. I'm so cooked. Help me.","That's a lot of pressure! Let's break this down. Which assignment is worth the most points, or which one is the fastest to complete? Start there."
Dhanushree.K,Relationship,anger,L0,"Bro, My parents just don't understand my career choices, they yell at me every time. Help me.",It is so hard when the people we love don't support our paths. Setting boundaries around certain conversation topics might be necessary for your peace.
Aditya,General Wellness,neutral,L0,"Right now, I've been trying to meditate but my mind keeps wandering. Help me.",That's totally normal! Meditation isn't about emptying your mind; it's about noticing when it wanders and gently bringing it back. You're doing great.
Varun,Relationship,sadness,L1,"Hey, My best friend ghosted me and I have no idea what I did wrong.","Being ghosted hurts deeply and leaves you with so many unanswered questions. It's important to remember that their behavior is a reflection of them, not your worth."
Priya,Depression,sadness,L2,"Hey, I feel like a burden to all my friends. They'd be better off without me. Please.","That is the depression speaking, not the truth. Your friends care about you. If these thoughts become overwhelming, please reach out to the crisis helpline at 988."
